domain,actionSource,sourceVmUuid,dynUserGroupName,parentSessionId,destinationDeviceOsVersion,linkChangeCount,sctpAssociationId,sourceDeviceOsVersion,sourceHostName,error2,subcategoryOfApp,ipProtocol,destinationDeviceCategory,tags,dgHierarchyLevel1,uuidForRule,linkSwitches,bytesSent,tunnelIdImsi,@timestamp,nssaiSd,destinationPort,destinationCountry,configVersion,sanctionedStateOfApp,tunnel,packetsSent,sourceDynamicAddressGroup,sessionId,http2Connection,sdwanCluster,packets,sctpChunks,generateTime,clusterName,sdwanSite,destinationUser,syslog_domain,timeLogged,deviceName,sessionEndReason,@version,host,sourceDeviceModel,technologyOfApp,flowType,actionFlags,parentSessionStartTime,bytesReceived,repeatCount,sourcePort,dgHierarchyLevel3,error1,packetsReceived,saasOfApp,sourceDeviceOsFamily,destinationZone,sdwanDeviceType,outboundInterface,podNamespace,serial,tunneledApp,inboundInterface,virtualSystem,sourceDeviceVendor,sctpChunksSent,xffAddress,rule,sessionOwner,category,logAction,sequenceNumber,new_domain,sourceZone,elapsedTimeSec,action,dgHierarchyLevel2,natDestinationIp,destinationAddress,nssaiSst,destinationDynamicAddressGroup,sourceExternalDynamicList,sourceUser,sourceDeviceCategory,receiveTime,characteristicOfApp,sourceMacAddress,policyId,sctpChunksReceived,virtualSystemName,flags,containerOfApp,destinationHostName,destinationDeviceProfile,riskOfApp,offloaded,application,destinationDeviceOsFamily,natDestinationPort,logType,destinationDeviceModel,destinationMacAddress,sdwanClusterType,bytes,destinationVmUuid,highResTimestamp,serialNumber,startTime,dgHierarchyLevel4,sourceDeviceProfile,sourceCountry,hostId,podName,original_domain,sourceAddress,destinationExternalDynamicList,containerId,destinationDeviceVendor,threatContentType,natSourceIp,monitorTagImei,natSourcePort
<14>Dec 28 05:44:12 VISION-SEOUL-FW.seoulfw 1,from-policy,,,0,,0,0,,,,internet-utility,tcp,,"[""_dateparsefailure""]",tcp-fin,8b168a38-7dd9-4435-8188-4d9dc014666e,,2341,0,2024-12-27T20:44:12.744Z,,443,Korea Republic Of,2817,no,N/A,,,274880,0,,39,0,2024/12/28 05:44:12,NonProxyTraffic,,,VISION-SEOUL-FW.seoulfw 1,2024/12/28 05:44:12,VISION-SEOUL-FW,14,1,192.168.200.252,,general-internet,0,0x8000000000000000,,13138,1,54066,0,7444489203827593597,25,web-browsing,,untrust,,ethernet1/2,,023201001129,,ethernet1/2,vsys1,,0,,Allow-Global-Protect-Portal,,license-expired,PaloLog-forward,,,untrust,1,allow,0,118.128.43.82,118.128.43.82,,,,,,2024/12/28 05:44:12,4,,,0,0,0x140201c,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,,browser-based,no,web-browsing,,20077,TRAFFIC,,,,15479,,2024-12-28T05:44:12.856+09:00,,2024/12/28 05:43:56,0,,Bulgaria,,,VISION-SEOUL-FW.seoulfw 1,31.13.224.202,,,,end,31.13.224.202,,54066
<14>Dec 28 05:44:12 VISION-SEOUL-FW.seoulfw 1,from-policy,,,0,,0,0,,,,internet-utility,tcp,,"[""_dateparsefailure""]",tcp-fin,8b168a38-7dd9-4435-8188-4d9dc014666e,,2484,0,2024-12-27T20:44:12.744Z,,443,Korea Republic Of,2817,no,N/A,,,296327,0,,42,0,2024/12/28 05:44:12,NonProxyTraffic,,,VISION-SEOUL-FW.seoulfw 1,2024/12/28 05:44:12,VISION-SEOUL-FW,14,1,192.168.200.252,,general-internet,0,0x8000000000000000,,13138,1,51222,0,7444489203827593598,28,web-browsing,,untrust,,ethernet1/2,,023201001129,,ethernet1/2,vsys1,,0,,Allow-Global-Protect-Portal,,license-expired,PaloLog-forward,,,untrust,1,allow,0,118.128.43.82,118.128.43.82,,,,,,2024/12/28 05:44:12,4,,,0,0,0x140201c,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,,browser-based,no,web-browsing,,20077,TRAFFIC,,,,15622,,2024-12-28T05:44:12.856+09:00,,2024/12/28 05:43:56,0,,Bulgaria,,,VISION-SEOUL-FW.seoulfw 1,31.13.224.202,,,,end,31.13.224.202,,51222
<14>Dec 28 05:44:12 VISION-SEOUL-FW.seoulfw 1,from-policy,,,0,,0,0,,,,unknown,tcp,,"[""_dateparsefailure""]",policy-deny,e90cbdfb-a61c-4c37-92ea-1fc8d7cd4431,,60,0,2024-12-27T20:44:12.744Z,,8899,Korea Republic Of,2817,no,N/A,,,0,0,,1,0,2024/12/28 05:44:12,NonProxyTraffic,,,VISION-SEOUL-FW.seoulfw 1,2024/12/28 05:44:12,VISION-SEOUL-FW,0,1,192.168.200.252,,unknown,0,0x8000000000000000,,0,1,40650,0,7444489203827593596,1,not-applicable,,untrust,,,,023201001129,,ethernet1/2,vsys1,,0,,intrazone-default,,any,PaloLog-forward,,,untrust,0,deny,0,0.0.0.0,118.128.43.82,,,,,,2024/12/28 05:44:12,1,,,0,0,0x0,,,,unknown,no,not-applicable,,0,TRAFFIC,,,,60,,2024-12-28T05:44:12.856+09:00,,2024/12/28 05:44:12,0,,Poland,,,VISION-SEOUL-FW.seoulfw 1,80.66.83.47,,,,drop,0.0.0.0,,0
<14>Dec 28 05:44:12 VISION-SEOUL-FW.seoulfw 1,from-policy,,,0,,0,0,,,,infrastructure,udp,,"[""_dateparsefailure""]",aged-out,cbf56f07-16ed-4bae-863c-0df8b75794bb,,182,0,2024-12-27T20:44:12.743Z,,53,192.168.0.0-192.168.255.255,2817,no,N/A,,,294028,0,,4,0,2024/12/28 05:44:12,NonProxyTraffic,,,VISION-SEOUL-FW.seoulfw 1,2024/12/28 05:44:12,VISION-SEOUL-FW,2,1,192.168.200.252,,networking,0,0x8000000000000000,,276,1,45622,0,7444489203827593593,2,dns-base,,SERVER,,ae2,,023201001129,dns,tunnel.1,vsys1,,0,,Allow-IPSEC,,any,PaloLog-forward,,,IPSecVPN,0,allow,0,0.0.0.0,192.168.100.103,,,,,,2024/12/28 05:44:12,3,,,0,0,0x19,"used-by-malware,has-known-vulnerability,pervasive-use",,,network-protocol,no,dns-base,,0,TRAFFIC,,,,458,,2024-12-28T05:44:12.856+09:00,,2024/12/28 05:43:41,0,,192.168.0.0-192.168.255.255,,,VISION-SEOUL-FW.seoulfw 1,192.168.1.253,,,,end,0.0.0.0,,0
<14>Dec 28 05:44:12 VISION-SEOUL-FW.seoulfw 1,from-policy,,,0,,0,0,,,,unknown,udp,,"[""_dateparsefailure""]",policy-deny,e90cbdfb-a61c-4c37-92ea-1fc8d7cd4431,,60,0,2024-12-27T20:44:12.743Z,,7062,Korea Republic Of,2817,no,N/A,,,0,0,,1,0,2024/12/28 05:44:12,NonProxyTraffic,,,VISION-SEOUL-FW.seoulfw 1,2024/12/28 05:44:12,VISION-SEOUL-FW,0,1,192.168.200.252,,unknown,0,0x8000000000000000,,0,1,38059,0,7444489203827593594,1,not-applicable,,untrust,,,,023201001129,,ethernet1/2,vsys1,,0,,intrazone-default,,any,PaloLog-forward,,,untrust,0,deny,0,0.0.0.0,118.128.43.82,,,,,,2024/12/28 05:44:12,1,,,0,0,0x0,,,,unknown,no,not-applicable,,0,TRAFFIC,,,,60,,2024-12-28T05:44:12.856+09:00,,2024/12/28 05:44:11,0,,Korea Republic Of,,,VISION-SEOUL-FW.seoulfw 1,110.45.188.132,,,,drop,0.0.0.0,,0
<14>Dec 28 05:44:12 VISION-SEOUL-FW.seoulfw 1,from-policy,,,0,,0,0,,,,infrastructure,udp,,"[""_dateparsefailure""]",aged-out,dbd7a6c6-ca36-4398-80b3-5bab8fa733c2,,102,0,2024-12-27T20:44:12.743Z,,53,Korea Republic Of,2817,no,N/A,,,295951,0,,2,0,2024/12/28 05:44:12,NonProxyTraffic,,,VISION-SEOUL-FW.seoulfw 1,2024/12/28 05:44:12,VISION-SEOUL-FW,1,1,192.168.200.252,,networking,0,0x8000000000000000,,186,1,52211,0,7444489203827593592,1,dns-base,,untrust,,ethernet1/2,,023201001129,dns,ae2,vsys1,,0,,ALLOW-OUTBOUND,,any,PaloLog-forward,,,SERVER,0,allow,0,168.126.63.1,168.126.63.1,,,,,,2024/12/28 05:44:12,3,,,0,0,0x400019,"used-by-malware,has-known-vulnerability,pervasive-use",,,network-protocol,no,dns-base,,53,TRAFFIC,,,,288,,2024-12-28T05:44:12.856+09:00,,2024/12/28 05:43:41,0,,192.168.0.0-192.168.255.255,,,VISION-SEOUL-FW.seoulfw 1,192.168.100.103,,,,end,118.128.43.82,,35194
<14>Dec 28 05:44:12 VISION-SEOUL-FW.seoulfw 1,from-policy,,,0,,0,0,,,,unknown,udp,,"[""_dateparsefailure""]",policy-deny,e90cbdfb-a61c-4c37-92ea-1fc8d7cd4431,,60,0,2024-12-27T20:44:12.743Z,,63588,Korea Republic Of,2817,no,N/A,,,0,0,,1,0,2024/12/28 05:44:12,NonProxyTraffic,,,VISION-SEOUL-FW.seoulfw 1,2024/12/28 05:44:12,VISION-SEOUL-FW,0,1,192.168.200.252,,unknown,0,0x8000000000000000,,0,1,38616,0,7444489203827593595,1,not-applicable,,untrust,,,,023201001129,,ethernet1/2,vsys1,,0,,intrazone-default,,any,PaloLog-forward,,,untrust,0,deny,0,0.0.0.0,118.128.43.82,,,,,,2024/12/28 05:44:12,1,,,0,0,0x0,,,,unknown,no,not-applicable,,0,TRAFFIC,,,,60,,2024-12-28T05:44:12.856+09:00,,2024/12/28 05:44:11,0,,Korea Republic Of,,,VISION-SEOUL-FW.seoulfw 1,110.45.192.90,,,,drop,0.0.0.0,,0
<14>Dec 28 05:44:12 VISION-SEOUL-FW.seoulfw 1,from-policy,,,0,,0,0,,,,internet-utility,tcp,,"[""_dateparsefailure""]",tcp-fin,8b168a38-7dd9-4435-8188-4d9dc014666e,,2623,0,2024-12-27T20:44:12.742Z,,443,Korea Republic Of,2817,no,N/A,,,294357,0,,43,0,2024/12/28 05:44:12,NonProxyTraffic,,,VISION-SEOUL-FW.seoulfw 1,2024/12/28 05:44:12,VISION-SEOUL-FW,14,1,192.168.200.252,,general-internet,0,0x8000000000000000,,13138,1,48298,0,7444489203827593591,29,web-browsing,,untrust,,ethernet1/2,,023201001129,,ethernet1/2,vsys1,,0,,Allow-Global-Protect-Portal,,license-expired,PaloLog-forward,,,untrust,1,allow,0,118.128.43.82,118.128.43.82,,,,,,2024/12/28 05:44:12,4,,,0,0,0x140201c,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,,browser-based,no,web-browsing,,20077,TRAFFIC,,,,15761,,2024-12-28T05:44:12.856+09:00,,2024/12/28 05:43:55,0,,Bulgaria,,,VISION-SEOUL-FW.seoulfw 1,31.13.224.202,,,,end,31.13.224.202,,48298
<14>Dec 28 05:44:12 VISION-SEOUL-FW.seoulfw 1,from-policy,,,0,,0,0,,,,internet-utility,tcp,,"[""_dateparsefailure""]",tcp-fin,8b168a38-7dd9-4435-8188-4d9dc014666e,,2338,0,2024-12-27T20:44:12.742Z,,443,Korea Republic Of,2817,no,N/A,,,287354,0,,40,0,2024/12/28 05:44:12,NonProxyTraffic,,,VISION-SEOUL-FW.seoulfw 1,2024/12/28 05:44:12,VISION-SEOUL-FW,14,1,192.168.200.252,,general-internet,0,0x8000000000000000,,13138,1,45436,0,7444489203827593590,26,web-browsing,,untrust,,ethernet1/2,,023201001129,,ethernet1/2,vsys1,,0,,Allow-Global-Protect-Portal,,license-expired,PaloLog-forward,,,untrust,1,allow,0,118.128.43.82,118.128.43.82,,,,,,2024/12/28 05:44:12,4,,,0,0,0x140201c,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,,browser-based,no,web-browsing,,20077,TRAFFIC,,,,15476,,2024-12-28T05:44:12.856+09:00,,2024/12/28 05:43:54,0,,Bulgaria,,,VISION-SEOUL-FW.seoulfw 1,31.13.224.202,,,,end,31.13.224.202,,45436
<14>Dec 28 05:44:12 VISION-SEOUL-FW.seoulfw 1,from-policy,,,0,,0,0,,,,infrastructure,udp,,"[""_dateparsefailure""]",aged-out,dbd7a6c6-ca36-4398-80b3-5bab8fa733c2,,87,0,2024-12-27T20:44:12.742Z,,53,Korea Republic Of,2817,no,N/A,,,282778,0,,2,0,2024/12/28 05:44:12,NonProxyTraffic,,,VISION-SEOUL-FW.seoulfw 1,2024/12/28 05:44:12,VISION-SEOUL-FW,1,1,192.168.200.252,,networking,0,0x8000000000000000,,199,1,42557,0,7444489203827593589,1,dns-base,,untrust,,ethernet1/2,,023201001129,dns,ae2,vsys1,,0,,ALLOW-OUTBOUND,,any,PaloLog-forward,,,SERVER,0,allow,0,168.126.63.1,168.126.63.1,,,,,,2024/12/28 05:44:12,3,,,0,0,0x400019,"used-by-malware,has-known-vulnerability,pervasive-use",,,network-protocol,no,dns-base,,53,TRAFFIC,,,,286,,2024-12-28T05:44:12.856+09:00,,2024/12/28 05:43:39,0,,192.168.0.0-192.168.255.255,,,VISION-SEOUL-FW.seoulfw 1,192.168.100.13,,,,end,118.128.43.82,,52488
<14>Dec 28 05:44:12 VISION-SEOUL-FW.seoulfw 1,from-policy,,,0,,0,0,,,,internet-utility,tcp,,"[""_dateparsefailure""]",tcp-fin,8b168a38-7dd9-4435-8188-4d9dc014666e,,2631,0,2024-12-27T20:44:12.741Z,,443,Korea Republic Of,2817,no,N/A,,,272185,0,,43,0,2024/12/28 05:44:12,NonProxyTraffic,,,VISION-SEOUL-FW.seoulfw 1,2024/12/28 05:44:12,VISION-SEOUL-FW,14,1,192.168.200.252,,general-internet,0,0x8000000000000000,,13138,1,36784,0,7444489203827593585,29,web-browsing,,untrust,,ethernet1/2,,023201001129,,ethernet1/2,vsys1,,0,,Allow-Global-Protect-Portal,,license-expired,PaloLog-forward,,,untrust,1,allow,0,118.128.43.82,118.128.43.82,,,,,,2024/12/28 05:44:12,4,,,0,0,0x140201c,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,,browser-based,no,web-browsing,,20077,TRAFFIC,,,,15769,,2024-12-28T05:44:12.856+09:00,,2024/12/28 05:43:52,0,,Bulgaria,,,VISION-SEOUL-FW.seoulfw 1,31.13.224.202,,,,end,31.13.224.202,,36784
<14>Dec 28 05:44:12 VISION-SEOUL-FW.seoulfw 1,from-policy,,,0,,0,0,,,,internet-utility,tcp,,"[""_dateparsefailure""]",tcp-fin,8b168a38-7dd9-4435-8188-4d9dc014666e,,2737,0,2024-12-27T20:44:12.741Z,,443,Korea Republic Of,2817,no,N/A,,,294527,0,,44,0,2024/12/28 05:44:12,NonProxyTraffic,,,VISION-SEOUL-FW.seoulfw 1,2024/12/28 05:44:12,VISION-SEOUL-FW,14,1,192.168.200.252,,general-internet,0,0x8000000000000000,,13138,1,42410,0,7444489203827593587,30,web-browsing,,untrust,,ethernet1/2,,023201001129,,ethernet1/2,vsys1,,0,,Allow-Global-Protect-Portal,,license-expired,PaloLog-forward,,,untrust,1,allow,0,118.128.43.82,118.128.43.82,,,,,,2024/12/28 05:44:12,4,,,0,0,0x140201c,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,,browser-based,no,web-browsing,,20077,TRAFFIC,,,,15875,,2024-12-28T05:44:12.856+09:00,,2024/12/28 05:43:53,0,,Bulgaria,,,VISION-SEOUL-FW.seoulfw 1,31.13.224.202,,,,end,31.13.224.202,,42410
<14>Dec 28 05:44:12 VISION-SEOUL-FW.seoulfw 1,from-policy,,,0,,0,0,,,,infrastructure,udp,,"[""_dateparsefailure""]",aged-out,dbd7a6c6-ca36-4398-80b3-5bab8fa733c2,,87,0,2024-12-27T20:44:12.741Z,,53,Korea Republic Of,2817,no,N/A,,,296305,0,,2,0,2024/12/28 05:44:12,NonProxyTraffic,,,VISION-SEOUL-FW.seoulfw 1,2024/12/28 05:44:12,VISION-SEOUL-FW,1,1,192.168.200.252,,networking,0,0x8000000000000000,,151,1,45645,0,7444489203827593588,1,dns-base,,untrust,,ethernet1/2,,023201001129,dns,ae2,vsys1,,0,,ALLOW-OUTBOUND,,any,PaloLog-forward,,,SERVER,0,allow,0,168.126.63.1,168.126.63.1,,,,,,2024/12/28 05:44:12,3,,,0,0,0x400019,"used-by-malware,has-known-vulnerability,pervasive-use",,,network-protocol,no,dns-base,,53,TRAFFIC,,,,238,,2024-12-28T05:44:12.856+09:00,,2024/12/28 05:43:39,0,,192.168.0.0-192.168.255.255,,,VISION-SEOUL-FW.seoulfw 1,192.168.100.13,,,,end,118.128.43.82,,49879
<14>Dec 28 05:44:12 VISION-SEOUL-FW.seoulfw 1,from-policy,,,0,,0,0,,,,internet-utility,tcp,,"[""_dateparsefailure""]",tcp-fin,8b168a38-7dd9-4435-8188-4d9dc014666e,,2290,0,2024-12-27T20:44:12.741Z,,443,Korea Republic Of,2817,no,N/A,,,295391,0,,40,0,2024/12/28 05:44:12,NonProxyTraffic,,,VISION-SEOUL-FW.seoulfw 1,2024/12/28 05:44:12,VISION-SEOUL-FW,14,1,192.168.200.252,,general-internet,0,0x8000000000000000,,13138,1,39530,0,7444489203827593584,26,web-browsing,,untrust,,ethernet1/2,,023201001129,,ethernet1/2,vsys1,,0,,Allow-Global-Protect-Portal,,license-expired,PaloLog-forward,,,untrust,0,allow,0,118.128.43.82,118.128.43.82,,,,,,2024/12/28 05:44:12,4,,,0,0,0x140201c,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,,browser-based,no,web-browsing,,20077,TRAFFIC,,,,15428,,2024-12-28T05:44:12.856+09:00,,2024/12/28 05:43:53,0,,Bulgaria,,,VISION-SEOUL-FW.seoulfw 1,31.13.224.202,,,,end,31.13.224.202,,39530
<14>Dec 28 05:44:12 VISION-SEOUL-FW.seoulfw 1,from-policy,,,0,,0,0,,,,unknown,tcp,,"[""_dateparsefailure""]",policy-deny,e90cbdfb-a61c-4c37-92ea-1fc8d7cd4431,,74,0,2024-12-27T20:44:12.741Z,,89,Korea Republic Of,2817,no,N/A,,,0,0,,1,0,2024/12/28 05:44:12,NonProxyTraffic,,,VISION-SEOUL-FW.seoulfw 1,2024/12/28 05:44:12,VISION-SEOUL-FW,0,1,192.168.200.252,,unknown,0,0x8000000000000000,,0,1,26728,0,7444489203827593583,1,not-applicable,,untrust,,,,023201001129,,ethernet1/2,vsys1,,0,,intrazone-default,,any,PaloLog-forward,,,untrust,0,deny,0,0.0.0.0,118.128.43.82,,,,,,2024/12/28 05:44:12,1,,,0,0,0x0,,,,unknown,no,not-applicable,,0,TRAFFIC,,,,74,,2024-12-28T05:44:12.856+09:00,,2024/12/28 05:44:07,0,,United States,,,VISION-SEOUL-FW.seoulfw 1,135.148.57.190,,,,drop,0.0.0.0,,0
<14>Dec 28 05:44:07 VISION-SEOUL-FW.seoulfw 1,from-policy,,,0,,0,0,,,,unknown,udp,,"[""_dateparsefailure""]",policy-deny,e90cbdfb-a61c-4c37-92ea-1fc8d7cd4431,,60,0,2024-12-27T20:44:07.743Z,,63588,Korea Republic Of,2817,no,N/A,,,0,0,,1,0,2024/12/28 05:44:07,NonProxyTraffic,,,VISION-SEOUL-FW.seoulfw 1,2024/12/28 05:44:07,VISION-SEOUL-FW,0,1,192.168.200.252,,unknown,0,0x8000000000000000,,0,1,38616,0,7444489203827593581,1,not-applicable,,untrust,,,,023201001129,,ethernet1/2,vsys1,,0,,intrazone-default,,any,PaloLog-forward,,,untrust,0,deny,0,0.0.0.0,118.128.43.82,,,,,,2024/12/28 05:44:07,1,,,0,0,0x0,,,,unknown,no,not-applicable,,0,TRAFFIC,,,,60,,2024-12-28T05:44:07.856+09:00,,2024/12/28 05:44:06,0,,Korea Republic Of,,,VISION-SEOUL-FW.seoulfw 1,110.45.192.90,,,,drop,0.0.0.0,,0
<14>Dec 28 05:44:07 VISION-SEOUL-FW.seoulfw 1,from-policy,,,0,,0,0,,,,internet-utility,tcp,,"[""_dateparsefailure""]",tcp-fin,8b168a38-7dd9-4435-8188-4d9dc014666e,,2254,0,2024-12-27T20:44:07.743Z,,443,Korea Republic Of,2817,no,N/A,,,295967,0,,40,0,2024/12/28 05:44:07,NonProxyTraffic,,,VISION-SEOUL-FW.seoulfw 1,2024/12/28 05:44:07,VISION-SEOUL-FW,14,1,192.168.200.252,,general-internet,0,0x8000000000000000,,13138,1,33674,0,7444489203827593582,26,web-browsing,,untrust,,ethernet1/2,,023201001129,,ethernet1/2,vsys1,,0,,Allow-Global-Protect-Portal,,license-expired,PaloLog-forward,,,untrust,1,allow,0,118.128.43.82,118.128.43.82,,,,,,2024/12/28 05:44:07,4,,,0,0,0x140201c,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,,browser-based,no,web-browsing,,20077,TRAFFIC,,,,15392,,2024-12-28T05:44:07.856+09:00,,2024/12/28 05:43:51,0,,Bulgaria,,,VISION-SEOUL-FW.seoulfw 1,31.13.224.202,,,,end,31.13.224.202,,33674
<14>Dec 28 05:44:07 VISION-SEOUL-FW.seoulfw 1,from-policy,,,0,,0,0,,,,infrastructure,udp,,"[""_dateparsefailure""]",aged-out,dbd7a6c6-ca36-4398-80b3-5bab8fa733c2,,90,0,2024-12-27T20:44:07.742Z,,123,United Kingdom,2817,no,N/A,,,292391,0,,2,0,2024/12/28 05:44:07,NonProxyTraffic,,,VISION-SEOUL-FW.seoulfw 1,2024/12/28 05:44:07,VISION-SEOUL-FW,1,1,192.168.200.252,,networking,0,0x8000000000000000,,90,1,36514,0,7444489203827593574,1,ntp-base,,untrust,,ethernet1/2,,023201001129,ntp,ae1,vsys1,,0,,ALLOW-OUTBOUND,,any,PaloLog-forward,,,trust,1,allow,0,185.125.190.56,185.125.190.56,,,,,,2024/12/28 05:44:07,2,,,0,0,0x40007a,"used-by-malware,pervasive-use",,,network-protocol,no,ntp-base,,123,TRAFFIC,,,,180,,2024-12-28T05:44:07.856+09:00,,2024/12/28 05:43:32,0,,192.168.0.0-192.168.255.255,,,VISION-SEOUL-FW.seoulfw 1,192.168.199.231,,,,end,118.128.43.82,,58224
<14>Dec 28 05:44:07 VISION-SEOUL-FW.seoulfw 1,from-policy,,,0,,0,0,,,,internet-utility,tcp,,"[""_dateparsefailure""]",tcp-fin,8b168a38-7dd9-4435-8188-4d9dc014666e,,2511,0,2024-12-27T20:44:07.742Z,,443,Korea Republic Of,2817,no,N/A,,,293457,0,,42,0,2024/12/28 05:44:07,NonProxyTraffic,,,VISION-SEOUL-FW.seoulfw 1,2024/12/28 05:44:07,VISION-SEOUL-FW,14,1,192.168.200.252,,general-internet,0,0x8000000000000000,,13138,1,47182,0,7444489203827593573,28,web-browsing,,untrust,,ethernet1/2,,023201001129,,ethernet1/2,vsys1,,0,,Allow-Global-Protect-Portal,,license-expired,PaloLog-forward,,,untrust,0,allow,0,118.128.43.82,118.128.43.82,,,,,,2024/12/28 05:44:07,4,,,0,0,0x140201c,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,,browser-based,no,web-browsing,,20077,TRAFFIC,,,,15649,,2024-12-28T05:44:07.856+09:00,,2024/12/28 05:43:48,0,,Bulgaria,,,VISION-SEOUL-FW.seoulfw 1,31.13.224.202,,,,end,31.13.224.202,,47182
<14>Dec 28 05:44:07 VISION-SEOUL-FW.seoulfw 1,from-policy,,,0,,0,0,,,,internet-utility,tcp,,"[""_dateparsefailure""]",tcp-fin,8b168a38-7dd9-4435-8188-4d9dc014666e,,2580,0,2024-12-27T20:44:07.742Z,,443,Korea Republic Of,2817,no,N/A,,,296136,0,,43,0,2024/12/28 05:44:07,NonProxyTraffic,,,VISION-SEOUL-FW.seoulfw 1,2024/12/28 05:44:07,VISION-SEOUL-FW,14,1,192.168.200.252,,general-internet,0,0x8000000000000000,,13138,1,53266,0,7444489203827593576,29,web-browsing,,untrust,,ethernet1/2,,023201001129,,ethernet1/2,vsys1,,0,,Allow-Global-Protect-Portal,,license-expired,PaloLog-forward,,,untrust,1,allow,0,118.128.43.82,118.128.43.82,,,,,,2024/12/28 05:44:07,4,,,0,0,0x140201c,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,,browser-based,no,web-browsing,,20077,TRAFFIC,,,,15718,,2024-12-28T05:44:07.856+09:00,,2024/12/28 05:43:49,0,,Bulgaria,,,VISION-SEOUL-FW.seoulfw 1,31.13.224.202,,,,end,31.13.224.202,,53266
<14>Dec 28 05:44:07 VISION-SEOUL-FW.seoulfw 1,from-policy,,,0,,0,0,,,,internet-utility,tcp,,"[""_dateparsefailure""]",tcp-fin,8b168a38-7dd9-4435-8188-4d9dc014666e,,2813,0,2024-12-27T20:44:07.742Z,,443,Korea Republic Of,2817,no,N/A,,,294867,0,,44,0,2024/12/28 05:44:07,NonProxyTraffic,,,VISION-SEOUL-FW.seoulfw 1,2024/12/28 05:44:07,VISION-SEOUL-FW,14,1,192.168.200.252,,general-internet,0,0x8000000000000000,,13138,1,50120,0,7444489203827593575,30,web-browsing,,untrust,,ethernet1/2,,023201001129,,ethernet1/2,vsys1,,0,,Allow-Global-Protect-Portal,,license-expired,PaloLog-forward,,,untrust,1,allow,0,118.128.43.82,118.128.43.82,,,,,,2024/12/28 05:44:07,4,,,0,0,0x140201c,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,,browser-based,no,web-browsing,,20077,TRAFFIC,,,,15951,,2024-12-28T05:44:07.856+09:00,,2024/12/28 05:43:48,0,,Bulgaria,,,VISION-SEOUL-FW.seoulfw 1,31.13.224.202,,,,end,31.13.224.202,,50120
<14>Dec 28 05:44:07 VISION-SEOUL-FW.seoulfw 1,from-policy,,,0,,0,0,,,,internet-utility,tcp,,"[""_dateparsefailure""]",tcp-fin,8b168a38-7dd9-4435-8188-4d9dc014666e,,2905,0,2024-12-27T20:44:07.742Z,,443,Korea Republic Of,2817,no,N/A,,,295110,0,,45,0,2024/12/28 05:44:07,NonProxyTraffic,,,VISION-SEOUL-FW.seoulfw 1,2024/12/28 05:44:07,VISION-SEOUL-FW,14,1,192.168.200.252,,general-internet,0,0x8000000000000000,,13138,1,56104,0,7444489203827593579,31,web-browsing,,untrust,,ethernet1/2,,023201001129,,ethernet1/2,vsys1,,0,,Allow-Global-Protect-Portal,,license-expired,PaloLog-forward,,,untrust,1,allow,0,118.128.43.82,118.128.43.82,,,,,,2024/12/28 05:44:07,4,,,0,0,0x140201c,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,,browser-based,no,web-browsing,,20077,TRAFFIC,,,,16043,,2024-12-28T05:44:07.856+09:00,,2024/12/28 05:43:50,0,,Bulgaria,,,VISION-SEOUL-FW.seoulfw 1,31.13.224.202,,,,end,31.13.224.202,,56104
