domain,actionSource,sourceVmUuid,dynUserGroupName,parentSessionId,destinationDeviceOsVersion,linkChangeCount,sctpAssociationId,sourceDeviceOsVersion,sourceHostName,error2,subcategoryOfApp,ipProtocol,destinationDeviceCategory,tags,dgHierarchyLevel1,uuidForRule,linkSwitches,bytesSent,tunnelIdImsi,@timestamp,nssaiSd,destinationPort,destinationCountry,configVersion,sanctionedStateOfApp,tunnel,packetsSent,sourceDynamicAddressGroup,sessionId,http2Connection,sdwanCluster,packets,sctpChunks,generateTime,clusterName,sdwanSite,destinationUser,syslog_domain,timeLogged,deviceName,sessionEndReason,@version,host,sourceDeviceModel,technologyOfApp,flowType,actionFlags,parentSessionStartTime,bytesReceived,repeatCount,sourcePort,dgHierarchyLevel3,error1,packetsReceived,saasOfApp,sourceDeviceOsFamily,destinationZone,sdwanDeviceType,outboundInterface,podNamespace,serial,tunneledApp,inboundInterface,virtualSystem,sourceDeviceVendor,sctpChunksSent,xffAddress,rule,sessionOwner,category,logAction,sequenceNumber,new_domain,sourceZone,elapsedTimeSec,action,dgHierarchyLevel2,natDestinationIp,destinationAddress,nssaiSst,destinationDynamicAddressGroup,sourceExternalDynamicList,sourceUser,sourceDeviceCategory,receiveTime,characteristicOfApp,sourceMacAddress,policyId,sctpChunksReceived,virtualSystemName,flags,containerOfApp,destinationHostName,destinationDeviceProfile,riskOfApp,offloaded,application,destinationDeviceOsFamily,natDestinationPort,logType,destinationDeviceModel,destinationMacAddress,sdwanClusterType,bytes,destinationVmUuid,highResTimestamp,serialNumber,startTime,dgHierarchyLevel4,sourceDeviceProfile,sourceCountry,hostId,podName,original_domain,sourceAddress,destinationExternalDynamicList,containerId,destinationDeviceVendor,threatContentType,natSourceIp,monitorTagImei,natSourcePort
<14>Dec 28 05:44:27 VISION-SEOUL-FW.seoulfw 1,from-policy,,,0,,0,0,,,,internet-utility,icmp,,"[""_dateparsefailure""]",aged-out,dbd7a6c6-ca36-4398-80b3-5bab8fa733c2,,294,0,2024-12-27T20:44:27.742Z,,0,192.168.0.0-192.168.255.255,2817,no,N/A,,,294974,0,,6,0,2024/12/28 05:44:27,NonProxyTraffic,,,VISION-SEOUL-FW.seoulfw 1,2024/12/28 05:44:27,VISION-SEOUL-FW,3,1,192.168.200.252,,general-internet,0,0x8000000000000000,,294,3,29207,0,7444489203827593623,3,untunneled,,trust,,ae1,,023201001129,,ae1,vsys1,,0,,ALLOW-OUTBOUND,,any,PaloLog-forward,,,trust,0,allow,0,0.0.0.0,192.168.200.1,,,,,,2024/12/28 05:44:27,2,,,0,0,0x100019,"has-known-vulnerability,tunnel-other-application,pervasive-use",,,network-protocol,no,ping,,0,TRAFFIC,,,,588,,2024-12-28T05:44:27.857+09:00,,2024/12/28 05:44:11,0,,192.168.0.0-192.168.255.255,,,VISION-SEOUL-FW.seoulfw 1,192.168.200.254,,,,end,0.0.0.0,,0
<14>Dec 28 05:44:27 VISION-SEOUL-FW.seoulfw 1,from-policy,,,0,,0,0,,,,unknown,udp,,"[""_dateparsefailure""]",policy-deny,e90cbdfb-a61c-4c37-92ea-1fc8d7cd4431,,60,0,2024-12-27T20:44:27.742Z,,7062,Korea Republic Of,2817,no,N/A,,,0,0,,1,0,2024/12/28 05:44:27,NonProxyTraffic,,,VISION-SEOUL-FW.seoulfw 1,2024/12/28 05:44:27,VISION-SEOUL-FW,0,1,192.168.200.252,,unknown,0,0x8000000000000000,,0,1,38059,0,7444489203827593626,1,not-applicable,,untrust,,,,023201001129,,ethernet1/2,vsys1,,0,,intrazone-default,,any,PaloLog-forward,,,untrust,0,deny,0,0.0.0.0,118.128.43.82,,,,,,2024/12/28 05:44:27,1,,,0,0,0x0,,,,unknown,no,not-applicable,,0,TRAFFIC,,,,60,,2024-12-28T05:44:27.857+09:00,,2024/12/28 05:44:26,0,,Korea Republic Of,,,VISION-SEOUL-FW.seoulfw 1,110.45.188.132,,,,drop,0.0.0.0,,0
<14>Dec 28 05:44:22 VISION-SEOUL-FW.seoulfw 1,from-policy,,,0,,0,0,,,,general-business,tcp,,"[""_dateparsefailure""]",tcp-fin,dbd7a6c6-ca36-4398-80b3-5bab8fa733c2,,2826,0,2024-12-27T20:44:22.743Z,,443,United States,2817,no,N/A,,,296724,0,,68,0,2024/12/28 05:44:22,NonProxyTraffic,,,VISION-SEOUL-FW.seoulfw 1,2024/12/28 05:44:22,VISION-SEOUL-FW,47,1,192.168.200.252,,business-systems,0,0x8000000000000000,,52183,1,42850,0,7444489203827593622,21,paloalto-autofocus,,untrust,,ethernet1/2,,023201001129,,ae2,vsys1,,0,,ALLOW-OUTBOUND,,license-expired,PaloLog-forward,,,SERVER,5,allow,0,13.52.145.30,13.52.145.30,,,,,,2024/12/28 05:44:22,2,,,0,0,0x40047a,"able-to-transfer-file,has-known-vulnerability",,,browser-based,no,paloalto-autofocus,,443,TRAFFIC,,,,55009,,2024-12-28T05:44:22.857+09:00,,2024/12/28 05:44:02,0,,192.168.0.0-192.168.255.255,,,VISION-SEOUL-FW.seoulfw 1,192.168.100.171,,,,end,118.128.43.82,,15578
<14>Dec 28 05:44:22 VISION-SEOUL-FW.seoulfw 1,from-policy,,,0,,0,0,,,,unknown,udp,,"[""_dateparsefailure""]",policy-deny,e90cbdfb-a61c-4c37-92ea-1fc8d7cd4431,,60,0,2024-12-27T20:44:22.743Z,,7062,Korea Republic Of,2817,no,N/A,,,0,0,,1,0,2024/12/28 05:44:22,NonProxyTraffic,,,VISION-SEOUL-FW.seoulfw 1,2024/12/28 05:44:22,VISION-SEOUL-FW,0,1,192.168.200.252,,unknown,0,0x8000000000000000,,0,1,38059,0,7444489203827593621,1,not-applicable,,untrust,,,,023201001129,,ethernet1/2,vsys1,,0,,intrazone-default,,any,PaloLog-forward,,,untrust,0,deny,0,0.0.0.0,118.128.43.82,,,,,,2024/12/28 05:44:22,1,,,0,0,0x0,,,,unknown,no,not-applicable,,0,TRAFFIC,,,,60,,2024-12-28T05:44:22.857+09:00,,2024/12/28 05:44:21,0,,Korea Republic Of,,,VISION-SEOUL-FW.seoulfw 1,110.45.188.132,,,,drop,0.0.0.0,,0
<14>Dec 28 05:44:22 VISION-SEOUL-FW.seoulfw 1,from-policy,,,0,,0,0,,,,unknown,udp,,"[""_dateparsefailure""]",aged-out,dbd7a6c6-ca36-4398-80b3-5bab8fa733c2,,1564,0,2024-12-27T20:44:22.742Z,,5060,Korea Republic Of,2817,no,N/A,,,294849,0,,5,0,2024/12/28 05:44:22,NonProxyTraffic,,,VISION-SEOUL-FW.seoulfw 1,2024/12/28 05:44:22,VISION-SEOUL-FW,3,1,192.168.200.252,,unknown,0,0x8000000000000000,,1438,1,5060,0,7444489203827593616,2,insufficient-data,,untrust,,ethernet1/2,,023201001129,,ae1,vsys1,,0,,ALLOW-OUTBOUND,,any,PaloLog-forward,,,trust,0,allow,0,210.207.255.47,210.207.255.47,,,,,,2024/12/28 05:44:22,1,,,0,0,0x400019,,,,unknown,no,insufficient-data,,5060,TRAFFIC,,,,3002,,2024-12-28T05:44:22.857+09:00,,2024/12/28 05:43:48,0,,192.168.0.0-192.168.255.255,,,VISION-SEOUL-FW.seoulfw 1,192.168.200.139,,,,end,118.128.43.82,,14583
<14>Dec 28 05:44:22 VISION-SEOUL-FW.seoulfw 1,from-policy,,,0,,0,0,,,,infrastructure,udp,,"[""_dateparsefailure""]",aged-out,dbd7a6c6-ca36-4398-80b3-5bab8fa733c2,,100,0,2024-12-27T20:44:22.742Z,,53,United States,2817,no,N/A,,,296196,0,,2,0,2024/12/28 05:44:22,NonProxyTraffic,,,VISION-SEOUL-FW.seoulfw 1,2024/12/28 05:44:22,VISION-SEOUL-FW,1,1,192.168.200.252,,networking,0,0x8000000000000000,,182,1,45125,0,7444489203827593619,1,dns-base,,untrust,,ethernet1/2,,023201001129,dns,ae1,vsys1,,0,,ALLOW-OUTBOUND,,any,PaloLog-forward,,,trust,0,allow,0,8.8.8.8,8.8.8.8,,,,,,2024/12/28 05:44:22,3,,,0,0,0x400019,"used-by-malware,has-known-vulnerability,pervasive-use",,,network-protocol,no,dns-base,,53,TRAFFIC,,,,282,,2024-12-28T05:44:22.857+09:00,,2024/12/28 05:43:49,0,,192.168.0.0-192.168.255.255,,,VISION-SEOUL-FW.seoulfw 1,192.168.200.251,,,,end,118.128.43.82,,4437
<14>Dec 28 05:44:22 VISION-SEOUL-FW.seoulfw 1,from-policy,,,0,,0,0,,,,encrypted-tunnel,tcp,,"[""_dateparsefailure""]",aged-out,8b168a38-7dd9-4435-8188-4d9dc014666e,,180,0,2024-12-27T20:44:22.742Z,,443,Korea Republic Of,2817,no,N/A,,,296397,0,,3,0,2024/12/28 05:44:22,NonProxyTraffic,,,VISION-SEOUL-FW.seoulfw 1,2024/12/28 05:44:22,VISION-SEOUL-FW,0,1,192.168.200.252,,networking,0,0x8000000000000000,,0,1,58326,0,7444489203827593618,3,ssl,,untrust,,ethernet1/2,,023201001129,,ethernet1/2,vsys1,,0,,Allow-Global-Protect-Portal,,any,PaloLog-forward,,,untrust,0,allow,0,118.128.43.82,118.128.43.82,,,,,,2024/12/28 05:44:22,4,,,0,0,0x1400077,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,,browser-based,no,ssl,,20077,TRAFFIC,,,,180,,2024-12-28T05:44:22.857+09:00,,2024/12/28 05:44:03,0,,Bulgaria,,,VISION-SEOUL-FW.seoulfw 1,87.120.115.34,,,,end,87.120.115.34,,58326
<14>Dec 28 05:44:22 VISION-SEOUL-FW.seoulfw 1,from-policy,,,0,,0,0,,,,infrastructure,udp,,"[""_dateparsefailure""]",aged-out,dbd7a6c6-ca36-4398-80b3-5bab8fa733c2,,90,0,2024-12-27T20:44:22.742Z,,123,Korea Republic Of,2817,no,N/A,,,292742,0,,1,0,2024/12/28 05:44:22,NonProxyTraffic,,,VISION-SEOUL-FW.seoulfw 1,2024/12/28 05:44:22,VISION-SEOUL-FW,0,1,192.168.200.252,,networking,0,0x8000000000000000,,0,1,123,0,7444489203827593617,1,ntp-base,,untrust,,ethernet1/2,,023201001129,ntp,ae1,vsys1,,0,,ALLOW-OUTBOUND,,any,PaloLog-forward,,,trust,0,allow,0,203.248.240.140,203.248.240.140,,,,seoul\administrator,,2024/12/28 05:44:22,2,,,0,0,0x40007a,"used-by-malware,pervasive-use",,,network-protocol,no,ntp-base,,123,TRAFFIC,,,,90,,2024-12-28T05:44:22.857+09:00,,2024/12/28 05:43:48,0,,192.168.0.0-192.168.255.255,,,VISION-SEOUL-FW.seoulfw 1,192.168.200.252,,,,end,118.128.43.82,,25403
<14>Dec 28 05:44:22 VISION-SEOUL-FW.seoulfw 1,from-policy,,,0,,0,0,,,,unknown,udp,,"[""_dateparsefailure""]",aged-out,dbd7a6c6-ca36-4398-80b3-5bab8fa733c2,,1564,0,2024-12-27T20:44:22.742Z,,5060,Korea Republic Of,2817,no,N/A,,,295047,0,,5,0,2024/12/28 05:44:22,NonProxyTraffic,,,VISION-SEOUL-FW.seoulfw 1,2024/12/28 05:44:22,VISION-SEOUL-FW,3,1,192.168.200.252,,unknown,0,0x8000000000000000,,1438,1,5060,0,7444489203827593615,2,insufficient-data,,untrust,,ethernet1/2,,023201001129,,ae1,vsys1,,0,,ALLOW-OUTBOUND,,any,PaloLog-forward,,,trust,0,allow,0,210.207.255.47,210.207.255.47,,,,,,2024/12/28 05:44:22,1,,,0,0,0x400019,,,,unknown,no,insufficient-data,,5060,TRAFFIC,,,,3002,,2024-12-28T05:44:22.856+09:00,,2024/12/28 05:43:48,0,,192.168.0.0-192.168.255.255,,,VISION-SEOUL-FW.seoulfw 1,192.168.200.107,,,,end,118.128.43.82,,46950
<14>Dec 28 05:44:17 VISION-SEOUL-FW.seoulfw 1,from-policy,,,0,,0,0,,,,encrypted-tunnel,tcp,,"[""_dateparsefailure""]",tcp-fin,dbd7a6c6-ca36-4398-80b3-5bab8fa733c2,,24007,0,2024-12-27T20:44:17.744Z,,443,United States,2817,no,N/A,,,296391,0,,1060,0,2024/12/28 05:44:17,NonProxyTraffic,,,VISION-SEOUL-FW.seoulfw 1,2024/12/28 05:44:17,VISION-SEOUL-FW,734,1,192.168.200.252,,networking,0,0x8000000000000000,,895509,1,30121,0,7444489203827593614,326,ssl,,untrust,,ethernet1/2,,023201001129,,ae2,vsys1,,0,,ALLOW-OUTBOUND,,license-expired,PaloLog-forward,,,SERVER,59,allow,0,162.159.240.125,162.159.240.125,,,,,,2024/12/28 05:44:17,4,,,0,0,0x40047a,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,,browser-based,no,ssl,,443,TRAFFIC,,,,919516,,2024-12-28T05:44:17.856+09:00,,2024/12/28 05:43:03,0,,192.168.0.0-192.168.255.255,,,VISION-SEOUL-FW.seoulfw 1,192.168.100.171,,,,end,118.128.43.82,,22154
<14>Dec 28 05:44:17 VISION-SEOUL-FW.seoulfw 1,from-policy,,,0,,0,0,,,,internet-utility,tcp,,"[""_dateparsefailure""]",tcp-fin,8b168a38-7dd9-4435-8188-4d9dc014666e,,2799,0,2024-12-27T20:44:17.743Z,,443,Korea Republic Of,2817,no,N/A,,,294303,0,,44,0,2024/12/28 05:44:17,NonProxyTraffic,,,VISION-SEOUL-FW.seoulfw 1,2024/12/28 05:44:17,VISION-SEOUL-FW,14,1,192.168.200.252,,general-internet,0,0x8000000000000000,,13138,1,46348,0,7444489203827593610,30,web-browsing,,untrust,,ethernet1/2,,023201001129,,ethernet1/2,vsys1,,0,,Allow-Global-Protect-Portal,,license-expired,PaloLog-forward,,,untrust,0,allow,0,118.128.43.82,118.128.43.82,,,,,,2024/12/28 05:44:17,4,,,0,0,0x140201c,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,,browser-based,no,web-browsing,,20077,TRAFFIC,,,,15937,,2024-12-28T05:44:17.856+09:00,,2024/12/28 05:44:02,0,,Bulgaria,,,VISION-SEOUL-FW.seoulfw 1,31.13.224.202,,,,end,31.13.224.202,,46348
<14>Dec 28 05:44:17 VISION-SEOUL-FW.seoulfw 1,from-policy,,,0,,0,0,,,,internet-utility,tcp,,"[""_dateparsefailure""]",tcp-fin,8b168a38-7dd9-4435-8188-4d9dc014666e,,2640,0,2024-12-27T20:44:17.743Z,,443,Korea Republic Of,2817,no,N/A,,,287176,0,,44,0,2024/12/28 05:44:17,NonProxyTraffic,,,VISION-SEOUL-FW.seoulfw 1,2024/12/28 05:44:17,VISION-SEOUL-FW,14,1,192.168.200.252,,general-internet,0,0x8000000000000000,,13138,1,43556,0,7444489203827593613,30,web-browsing,,untrust,,ethernet1/2,,023201001129,,ethernet1/2,vsys1,,0,,Allow-Global-Protect-Portal,,license-expired,PaloLog-forward,,,untrust,1,allow,0,118.128.43.82,118.128.43.82,,,,,,2024/12/28 05:44:17,4,,,0,0,0x140201c,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,,browser-based,no,web-browsing,,20077,TRAFFIC,,,,15778,,2024-12-28T05:44:17.856+09:00,,2024/12/28 05:44:01,0,,Bulgaria,,,VISION-SEOUL-FW.seoulfw 1,31.13.224.202,,,,end,31.13.224.202,,43556
<14>Dec 28 05:44:17 VISION-SEOUL-FW.seoulfw 1,from-policy,,,0,,0,0,,,,internet-utility,tcp,,"[""_dateparsefailure""]",tcp-fin,8b168a38-7dd9-4435-8188-4d9dc014666e,,2489,0,2024-12-27T20:44:17.743Z,,443,Korea Republic Of,2817,no,N/A,,,295278,0,,42,0,2024/12/28 05:44:17,NonProxyTraffic,,,VISION-SEOUL-FW.seoulfw 1,2024/12/28 05:44:17,VISION-SEOUL-FW,14,1,192.168.200.252,,general-internet,0,0x8000000000000000,,13138,1,40570,0,7444489203827593608,28,web-browsing,,untrust,,ethernet1/2,,023201001129,,ethernet1/2,vsys1,,0,,Allow-Global-Protect-Portal,,license-expired,PaloLog-forward,,,untrust,1,allow,0,118.128.43.82,118.128.43.82,,,,,,2024/12/28 05:44:17,4,,,0,0,0x140201c,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,,browser-based,no,web-browsing,,20077,TRAFFIC,,,,15627,,2024-12-28T05:44:17.856+09:00,,2024/12/28 05:44:00,0,,Bulgaria,,,VISION-SEOUL-FW.seoulfw 1,31.13.224.202,,,,end,31.13.224.202,,40570
<14>Dec 28 05:44:17 VISION-SEOUL-FW.seoulfw 1,from-policy,,,0,,0,0,,,,internet-utility,tcp,,"[""_dateparsefailure""]",tcp-fin,8b168a38-7dd9-4435-8188-4d9dc014666e,,2575,0,2024-12-27T20:44:17.743Z,,443,Korea Republic Of,2817,no,N/A,,,294793,0,,43,0,2024/12/28 05:44:17,NonProxyTraffic,,,VISION-SEOUL-FW.seoulfw 1,2024/12/28 05:44:17,VISION-SEOUL-FW,14,1,192.168.200.252,,general-internet,0,0x8000000000000000,,13138,1,37866,0,7444489203827593606,29,web-browsing,,untrust,,ethernet1/2,,023201001129,,ethernet1/2,vsys1,,0,,Allow-Global-Protect-Portal,,license-expired,PaloLog-forward,,,untrust,1,allow,0,118.128.43.82,118.128.43.82,,,,,,2024/12/28 05:44:17,4,,,0,0,0x140201c,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,,browser-based,no,web-browsing,,20077,TRAFFIC,,,,15713,,2024-12-28T05:44:17.856+09:00,,2024/12/28 05:43:59,0,,Bulgaria,,,VISION-SEOUL-FW.seoulfw 1,31.13.224.202,,,,end,31.13.224.202,,37866
<14>Dec 28 05:44:17 VISION-SEOUL-FW.seoulfw 1,from-policy,,,0,,0,0,,,,internet-utility,tcp,,"[""_dateparsefailure""]",tcp-fin,8b168a38-7dd9-4435-8188-4d9dc014666e,,2797,0,2024-12-27T20:44:17.743Z,,443,Korea Republic Of,2817,no,N/A,,,295625,0,,44,0,2024/12/28 05:44:17,NonProxyTraffic,,,VISION-SEOUL-FW.seoulfw 1,2024/12/28 05:44:17,VISION-SEOUL-FW,14,1,192.168.200.252,,general-internet,0,0x8000000000000000,,13138,1,60204,0,7444489203827593605,30,web-browsing,,untrust,,ethernet1/2,,023201001129,,ethernet1/2,vsys1,,0,,Allow-Global-Protect-Portal,,license-expired,PaloLog-forward,,,untrust,1,allow,0,118.128.43.82,118.128.43.82,,,,,,2024/12/28 05:44:17,4,,,0,0,0x140201c,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,,browser-based,no,web-browsing,,20077,TRAFFIC,,,,15935,,2024-12-28T05:44:17.856+09:00,,2024/12/28 05:43:58,0,,Bulgaria,,,VISION-SEOUL-FW.seoulfw 1,31.13.224.202,,,,end,31.13.224.202,,60204
<14>Dec 28 05:44:17 VISION-SEOUL-FW.seoulfw 1,from-policy,,,0,,0,0,,,,internet-utility,tcp,,"[""_dateparsefailure""]",tcp-fin,8b168a38-7dd9-4435-8188-4d9dc014666e,,2666,0,2024-12-27T20:44:17.743Z,,443,Korea Republic Of,2817,no,N/A,,,294422,0,,44,0,2024/12/28 05:44:17,NonProxyTraffic,,,VISION-SEOUL-FW.seoulfw 1,2024/12/28 05:44:17,VISION-SEOUL-FW,14,1,192.168.200.252,,general-internet,0,0x8000000000000000,,13138,1,35036,0,7444489203827593607,30,web-browsing,,untrust,,ethernet1/2,,023201001129,,ethernet1/2,vsys1,,0,,Allow-Global-Protect-Portal,,license-expired,PaloLog-forward,,,untrust,1,allow,0,118.128.43.82,118.128.43.82,,,,,,2024/12/28 05:44:17,4,,,0,0,0x140201c,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,,browser-based,no,web-browsing,,20077,TRAFFIC,,,,15804,,2024-12-28T05:44:17.856+09:00,,2024/12/28 05:43:59,0,,Bulgaria,,,VISION-SEOUL-FW.seoulfw 1,31.13.224.202,,,,end,31.13.224.202,,35036
<14>Dec 28 05:44:17 VISION-SEOUL-FW.seoulfw 1,from-policy,,,0,,0,0,,,,unknown,udp,,"[""_dateparsefailure""]",policy-deny,e90cbdfb-a61c-4c37-92ea-1fc8d7cd4431,,60,0,2024-12-27T20:44:17.743Z,,7062,Korea Republic Of,2817,no,N/A,,,0,0,,1,0,2024/12/28 05:44:17,NonProxyTraffic,,,VISION-SEOUL-FW.seoulfw 1,2024/12/28 05:44:17,VISION-SEOUL-FW,0,1,192.168.200.252,,unknown,0,0x8000000000000000,,0,1,38059,0,7444489203827593609,1,not-applicable,,untrust,,,,023201001129,,ethernet1/2,vsys1,,0,,intrazone-default,,any,PaloLog-forward,,,untrust,0,deny,0,0.0.0.0,118.128.43.82,,,,,,2024/12/28 05:44:17,1,,,0,0,0x0,,,,unknown,no,not-applicable,,0,TRAFFIC,,,,60,,2024-12-28T05:44:17.856+09:00,,2024/12/28 05:44:16,0,,Korea Republic Of,,,VISION-SEOUL-FW.seoulfw 1,110.45.188.132,,,,drop,0.0.0.0,,0
<14>Dec 28 05:44:17 VISION-SEOUL-FW.seoulfw 1,from-policy,,,0,,0,0,,,,infrastructure,udp,,"[""_dateparsefailure""]",aged-out,dbd7a6c6-ca36-4398-80b3-5bab8fa733c2,,95,0,2024-12-27T20:44:17.742Z,,53,Korea Republic Of,2817,no,N/A,,,295648,0,,2,0,2024/12/28 05:44:17,NonProxyTraffic,,,VISION-SEOUL-FW.seoulfw 1,2024/12/28 05:44:17,VISION-SEOUL-FW,1,1,192.168.200.252,,networking,0,0x8000000000000000,,111,1,51185,0,7444489203827593603,1,dns-base,,untrust,,ethernet1/2,,023201001129,dns,ae2,vsys1,,0,,ALLOW-OUTBOUND,,any,PaloLog-forward,,,SERVER,0,allow,0,168.126.63.1,168.126.63.1,,,,,,2024/12/28 05:44:17,3,,,0,0,0x400019,"used-by-malware,has-known-vulnerability,pervasive-use",,,network-protocol,no,dns-base,,53,TRAFFIC,,,,206,,2024-12-28T05:44:17.856+09:00,,2024/12/28 05:43:43,0,,192.168.0.0-192.168.255.255,,,VISION-SEOUL-FW.seoulfw 1,192.168.100.170,,,,end,118.128.43.82,,19817
<14>Dec 28 05:44:17 VISION-SEOUL-FW.seoulfw 1,from-policy,,,0,,0,0,,,,internet-utility,tcp,,"[""_dateparsefailure""]",tcp-fin,8b168a38-7dd9-4435-8188-4d9dc014666e,,2566,0,2024-12-27T20:44:17.742Z,,443,Korea Republic Of,2817,no,N/A,,,296129,0,,41,0,2024/12/28 05:44:17,NonProxyTraffic,,,VISION-SEOUL-FW.seoulfw 1,2024/12/28 05:44:17,VISION-SEOUL-FW,14,1,192.168.200.252,,general-internet,0,0x8000000000000000,,13138,1,57202,0,7444489203827593602,27,web-browsing,,untrust,,ethernet1/2,,023201001129,,ethernet1/2,vsys1,,0,,Allow-Global-Protect-Portal,,license-expired,PaloLog-forward,,,untrust,1,allow,0,118.128.43.82,118.128.43.82,,,,,,2024/12/28 05:44:17,4,,,0,0,0x140201c,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,,browser-based,no,web-browsing,,20077,TRAFFIC,,,,15704,,2024-12-28T05:44:17.856+09:00,,2024/12/28 05:43:57,0,,Bulgaria,,,VISION-SEOUL-FW.seoulfw 1,31.13.224.202,,,,end,31.13.224.202,,57202
<14>Dec 28 05:44:17 VISION-SEOUL-FW.seoulfw 1,from-policy,,,0,,0,0,,,,unknown,udp,,"[""_dateparsefailure""]",policy-deny,e90cbdfb-a61c-4c37-92ea-1fc8d7cd4431,,418,0,2024-12-27T20:44:17.742Z,,15060,Korea Republic Of,2817,no,N/A,,,0,0,,1,0,2024/12/28 05:44:17,NonProxyTraffic,,,VISION-SEOUL-FW.seoulfw 1,2024/12/28 05:44:17,VISION-SEOUL-FW,0,1,192.168.200.252,,unknown,0,0x8000000000000000,,0,1,49429,0,7444489203827593604,1,not-applicable,,untrust,,,,023201001129,,ethernet1/2,vsys1,,0,,intrazone-default,,any,PaloLog-forward,,,untrust,0,deny,0,0.0.0.0,118.128.43.82,,,,,,2024/12/28 05:44:17,1,,,0,0,0x0,,,,unknown,no,not-applicable,,0,TRAFFIC,,,,418,,2024-12-28T05:44:17.856+09:00,,2024/12/28 05:44:13,0,,United Kingdom,,,VISION-SEOUL-FW.seoulfw 1,35.203.211.189,,,,drop,0.0.0.0,,0
<14>Dec 28 05:44:17 VISION-SEOUL-FW.seoulfw 1,from-policy,,,0,,0,0,,,,internet-utility,icmp,,"[""_dateparsefailure""]",aged-out,dbd7a6c6-ca36-4398-80b3-5bab8fa733c2,,294,0,2024-12-27T20:44:17.741Z,,0,192.168.0.0-192.168.255.255,2817,no,N/A,,,295549,0,,6,0,2024/12/28 05:44:17,NonProxyTraffic,,,VISION-SEOUL-FW.seoulfw 1,2024/12/28 05:44:17,VISION-SEOUL-FW,3,1,192.168.200.252,,general-internet,0,0x8000000000000000,,294,3,28183,0,7444489203827593599,3,untunneled,,trust,,ae1,,023201001129,,ae1,vsys1,,0,,ALLOW-OUTBOUND,,any,PaloLog-forward,,,trust,0,allow,0,0.0.0.0,192.168.200.1,,,,,,2024/12/28 05:44:17,2,,,0,0,0x100019,"has-known-vulnerability,tunnel-other-application,pervasive-use",,,network-protocol,no,ping,,0,TRAFFIC,,,,588,,2024-12-28T05:44:17.856+09:00,,2024/12/28 05:44:01,0,,192.168.0.0-192.168.255.255,,,VISION-SEOUL-FW.seoulfw 1,192.168.200.254,,,,end,0.0.0.0,,0
<14>Dec 28 05:44:17 VISION-SEOUL-FW.seoulfw 1,from-policy,,,0,,0,0,,,,infrastructure,udp,,"[""_dateparsefailure""]",aged-out,dbd7a6c6-ca36-4398-80b3-5bab8fa733c2,,95,0,2024-12-27T20:44:17.741Z,,53,Korea Republic Of,2817,no,N/A,,,287218,0,,2,0,2024/12/28 05:44:17,NonProxyTraffic,,,VISION-SEOUL-FW.seoulfw 1,2024/12/28 05:44:17,VISION-SEOUL-FW,1,1,192.168.200.252,,networking,0,0x8000000000000000,,156,1,43181,0,7444489203827593601,1,dns-base,,untrust,,ethernet1/2,,023201001129,dns,ae2,vsys1,,0,,ALLOW-OUTBOUND,,any,PaloLog-forward,,,SERVER,0,allow,0,168.126.63.1,168.126.63.1,,,,,,2024/12/28 05:44:17,3,,,0,0,0x400019,"used-by-malware,has-known-vulnerability,pervasive-use",,,network-protocol,no,dns-base,,53,TRAFFIC,,,,251,,2024-12-28T05:44:17.856+09:00,,2024/12/28 05:43:43,0,,192.168.0.0-192.168.255.255,,,VISION-SEOUL-FW.seoulfw 1,192.168.100.170,,,,end,118.128.43.82,,61647
